grid_search_id,fold,final_train_loss,final_val_loss,best_val_loss,best_epoch,actual_epochs,num_epochs,stopped_early,optimizer,learning_rate,loss_function,model_path,mae,mse,rmse,r2,mape,model_name,d_model,n_heads,num_layers
3,1,1.6405185398770803,1.6592180027681238,1.466643042424146,26,36,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0003_fold1.pt,1.4665414094924927,5.353152751922607,2.3136881276271026,0.2988598942756653,40.192863,SimpleTabTransformer,64,2,3
3,2,1.4107609978362696,1.4351878797306734,1.4226631171563093,31,41,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0003_fold2.pt,1.4295828342437744,4.649491310119629,2.156267912417107,0.3603881001472473,38.08205,SimpleTabTransformer,64,2,3
3,3,1.2772803804767665,1.2590193415389341,1.2414568347089432,47,57,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0003_fold3.pt,1.247632384300232,2.5079689025878906,1.58365681338726,0.6555298566818237,37.685844,SimpleTabTransformer,64,2,3
3,4,1.2678896802574842,1.2652838720994837,1.2628219899009256,41,51,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0003_fold4.pt,1.2613059282302856,2.641273021697998,1.625199379060304,0.5999746322631836,35.681152,SimpleTabTransformer,64,2,3
3,5,1.4526804311951595,1.4292009402723873,1.4166358989827774,27,37,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0003_fold5.pt,1.4159371852874756,4.677752494812012,2.162811248077837,0.362387478351593,38.254417,SimpleTabTransformer,64,2,3
4,1,1.2458962019699722,1.287393026492175,1.2843438457040226,35,45,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0004_fold1.pt,1.280720829963684,2.6706931591033936,1.634225553313677,0.6502004861831665,36.15432,SimpleTabTransformer,64,4,1
4,2,1.2583577321536505,1.255090411971597,1.2318507660837734,28,38,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0004_fold2.pt,1.2363547086715698,2.4543545246124268,1.566637968585093,0.6623642444610596,35.3288,SimpleTabTransformer,64,4,1
4,3,1.2515898080014471,1.2613905755912556,1.2502234472947962,35,45,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0004_fold3.pt,1.2572400569915771,2.5408825874328613,1.5940146133059325,0.6510091423988342,34.901062,SimpleTabTransformer,64,4,1
4,4,1.2553062367795118,1.322618470472448,1.2693780345075272,22,32,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0004_fold4.pt,1.2664484977722168,2.575927734375,1.6049696988962128,0.6098713278770447,35.20833,SimpleTabTransformer,64,4,1
4,5,1.2603879917913408,1.252672297113082,1.2325356497484095,23,33,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0004_fold5.pt,1.232234239578247,2.5194475650787354,1.5872767764566882,0.6565805673599243,36.090244,SimpleTabTransformer,64,4,1
5,1,1.263862747309813,1.3562326992259306,1.280968676595127,36,46,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0005_fold1.pt,1.277706265449524,2.6587002277374268,1.6305521235880276,0.6517713069915771,37.184628,SimpleTabTransformer,64,4,2
5,2,1.2961691004126819,1.2587733391453237,1.2364221776233,42,52,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0005_fold2.pt,1.2416050434112549,2.475398540496826,1.5733399316412287,0.6594693660736084,34.880707,SimpleTabTransformer,64,4,2
5,3,1.2505564965418916,1.3182140010244705,1.2446658926851608,36,46,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0005_fold3.pt,1.250930666923523,2.4880502223968506,1.5773554521403381,0.6582657098770142,37.18436,SimpleTabTransformer,64,4,2
5,4,1.2692594626056615,1.2785469153348137,1.2561259164529688,26,36,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0005_fold4.pt,1.252835988998413,2.538426399230957,1.5932439860959642,0.6155509948730469,36.768024,SimpleTabTransformer,64,4,2
5,5,1.2585259222272616,1.239288147758035,1.2203522815423853,41,51,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0005_fold5.pt,1.2212095260620117,2.427955389022827,1.5581897795271369,0.6690515875816345,35.57736,SimpleTabTransformer,64,4,2
6,1,1.4446512238303226,1.4767204978886772,1.4342292406979729,28,38,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0006_fold1.pt,1.4327528476715088,4.5350117683410645,2.129556707002907,0.40601760149002075,39.262287,SimpleTabTransformer,64,4,3
6,2,1.4586715449148149,1.433046530274784,1.4238925120409798,29,39,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0006_fold2.pt,1.4303754568099976,4.39534854888916,2.096508657003152,0.39534956216812134,37.658043,SimpleTabTransformer,64,4,3
6,3,1.312961397775963,1.3879801490727592,1.2484918604878819,46,56,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0006_fold3.pt,1.2544934749603271,2.467167615890503,1.5707220046496142,0.661133885383606,35.88868,SimpleTabTransformer,64,4,3
6,4,1.8542090316316975,1.8209041637532852,1.360935677500332,35,45,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0006_fold4.pt,1.3605566024780273,3.333559274673462,1.825803733886384,0.49512672424316406,38.73357,SimpleTabTransformer,64,4,3
6,5,1.8451491781135103,1.8876521867864273,1.2308560592286728,56,66,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0006_fold5.pt,1.2303664684295654,2.5779387950897217,1.6055960871557085,0.6486077308654785,37.757168,SimpleTabTransformer,64,4,3
7,1,1.3077432393138089,1.3217697424047135,1.2892523478059208,28,38,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0007_fold1.pt,1.2861322164535522,2.6555416584014893,1.6295832775287948,0.6521850228309631,36.540817,SimpleTabTransformer,64,8,1
7,2,1.2557000944863503,1.2517181792679954,1.2306389160016005,35,45,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0007_fold2.pt,1.2359074354171753,2.4481728076934814,1.5646638002118798,0.6632146835327148,35.647205,SimpleTabTransformer,64,8,1
7,3,1.2538992660259134,1.2503747957594253,1.249711976331823,22,32,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0007_fold3.pt,1.2562118768692017,2.5102336406707764,1.5843716864015136,0.6552188396453857,37.255356,SimpleTabTransformer,64,8,1
7,4,1.2767958311892267,1.3284615979475134,1.2707931925268734,18,28,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0007_fold4.pt,1.2679742574691772,2.585442304611206,1.607931063388977,0.6084303259849548,37.51078,SimpleTabTransformer,64,8,1
7,5,1.339290860428739,1.24182208145366,1.2368288127815021,21,31,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0007_fold5.pt,1.2361464500427246,2.495795488357544,1.5798086872648676,0.6598044633865356,37.12281,SimpleTabTransformer,64,8,1
8,1,1.2501443402091068,1.3240065259091995,1.281028786126305,59,69,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0008_fold1.pt,1.2776168584823608,2.6316466331481934,1.6222350733319117,0.6553146839141846,36.951637,SimpleTabTransformer,64,8,2
8,2,1.2776037138789447,1.245099258773467,1.2385769398773419,29,39,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0008_fold2.pt,1.2448352575302124,2.5264220237731934,1.589472246933929,0.6524502038955688,33.91296,SimpleTabTransformer,64,8,2
8,3,1.2775770430244617,1.3174287291134106,1.246171623468399,37,47,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0008_fold3.pt,1.252105474472046,2.518883228302002,1.587098997637514,0.6540307998657227,35.980545,SimpleTabTransformer,64,8,2
8,4,1.2620831394373482,1.3285523337476395,1.2620278491693384,27,37,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0008_fold4.pt,1.2588151693344116,2.642472505569458,1.6255683638559955,0.5997929573059082,37.500496,SimpleTabTransformer,64,8,2
8,5,1.3187370513802144,1.287391119143542,1.220696103923461,42,52,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0008_fold5.pt,1.2206103801727295,2.5332086086273193,1.5916056699532455,0.6547048091888428,35.131992,SimpleTabTransformer,64,8,2
9,1,1.8425442967841874,1.8721204715616562,1.5435198755825268,11,21,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0009_fold1.pt,1.5475956201553345,6.3608503341674805,2.522072626663927,0.1668747067451477,39.314003,SimpleTabTransformer,64,8,3
9,2,1.480995558091064,1.489722984678605,1.4759689674657934,11,21,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0009_fold2.pt,1.485498070716858,5.655847072601318,2.3782024877207824,0.2219477891921997,38.89454,SimpleTabTransformer,64,8,3
9,3,1.4511726285094646,1.5225813862155466,1.444708599763758,26,36,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0009_fold3.pt,1.4510149955749512,4.978621482849121,2.231282474911933,0.3161851167678833,40.0713,SimpleTabTransformer,64,8,3
9,4,1.46143307436758,1.3914304550956278,1.2583550425136791,46,56,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0009_fold4.pt,1.2552106380462646,2.5862348079681396,1.6081774802453055,0.608310341835022,36.38279,SimpleTabTransformer,64,8,3
9,5,1.2648848793399867,1.240390940624125,1.2398279852726881,56,66,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0009_fold5.pt,1.2405729293823242,2.49092698097229,1.578267081634883,0.6604681015014648,37.603302,SimpleTabTransformer,64,8,3
10,1,1.2485485361583197,1.3039882673936731,1.2829592929166906,32,42,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0010_fold1.pt,1.2791814804077148,2.6413042545318604,1.62520898795566,0.6540497541427612,36.27954,SimpleTabTransformer,128,2,1
10,2,1.2657033409645309,1.233019769191742,1.2328301738290226,32,42,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0010_fold2.pt,1.2378648519515991,2.4457333087921143,1.5638840458269643,0.6635502576828003,35.00431,SimpleTabTransformer,128,2,1
10,3,1.2719824678862273,1.2964026559801662,1.2505859276827644,19,29,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0010_fold3.pt,1.2580037117004395,2.6011648178100586,1.6128127038841362,0.6427294015884399,36.048397,SimpleTabTransformer,128,2,1
10,4,1.2692376766631852,1.2767971017781425,1.261397477458505,29,39,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0010_fold4.pt,1.2574573755264282,2.5267536640167236,1.5895765675225348,0.617318868637085,35.945137,SimpleTabTransformer,128,2,1
10,5,1.26673305924259,1.237763993880328,1.2299510117839365,27,37,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0010_fold5.pt,1.2289185523986816,2.4978187084198,1.580448894592862,0.6595287322998047,37.384644,SimpleTabTransformer,128,2,1
11,1,1.2526054044268025,1.3072793378549463,1.288406284416423,47,57,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0011_fold1.pt,1.2848496437072754,2.7020912170410156,1.6438038864295874,0.6460881233215332,38.55308,SimpleTabTransformer,128,2,2
11,2,1.2782891272608914,1.2516494516064138,1.2270885793601765,43,53,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0011_fold2.pt,1.2327088117599487,2.536334991455078,1.5925875145357251,0.6510865688323975,35.795544,SimpleTabTransformer,128,2,2
11,3,1.2691361254720546,1.3231629448778488,1.2397819967830883,47,57,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0011_fold3.pt,1.246273159980774,2.520833969116211,1.5877134404911395,0.6537628173828125,36.28896,SimpleTabTransformer,128,2,2
11,4,1.4581888727287748,1.3955584483988144,1.2633489650838516,35,45,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0011_fold4.pt,1.259482979774475,2.5719566345214844,1.6037320956199275,0.6104727387428284,36.212265,SimpleTabTransformer,128,2,2
11,5,1.2854691236766416,1.2742963012527018,1.217310937011943,61,71,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0011_fold5.pt,1.2179172039031982,2.442988157272339,1.563006128354057,0.6670025587081909,35.80654,SimpleTabTransformer,128,2,2
12,1,1.8456068065629077,1.8669874597998226,1.8092483211966122,5,15,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0012_fold1.pt,1.813910722732544,7.624955177307129,2.7613321381730103,0.0013059377670288086,51.900112,SimpleTabTransformer,128,2,3
12,2,1.2604666387856895,1.2536054954809301,1.2470281018930323,63,73,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0012_fold2.pt,1.2518784999847412,2.5913257598876953,1.6097595348025417,0.6435216665267944,35.727283,SimpleTabTransformer,128,2,3
12,3,1.5243471932055346,1.5220880859038408,1.5171271001591402,15,25,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0012_fold3.pt,1.5249624252319336,5.86800479888916,2.422396499107683,0.19402813911437988,41.83933,SimpleTabTransformer,128,2,3
12,4,1.8582717740713661,1.8399096727371216,1.7738086686414831,6,16,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0012_fold4.pt,1.7754883766174316,6.333350658416748,2.516614920566265,0.04080319404602051,59.090996,SimpleTabTransformer,128,2,3
12,5,1.8487926837223678,1.9133336473913753,1.520759354619419,8,18,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0012_fold5.pt,1.521440863609314,5.953533172607422,2.4399863058237483,0.18848907947540283,40.84168,SimpleTabTransformer,128,2,3
13,1,1.245839891149037,1.2987738812670988,1.2829417375957264,42,52,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0013_fold1.pt,1.278969645500183,2.619354486465454,1.6184419935436223,0.6569247245788574,37.08674,SimpleTabTransformer,128,4,1
13,2,1.2671415876986376,1.2573061936041887,1.2400178558686201,24,34,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0013_fold2.pt,1.2452322244644165,2.5486717224121094,1.596455988247753,0.649389386177063,34.72276,SimpleTabTransformer,128,4,1
13,3,1.271943945938082,1.2801468635306639,1.2460505979902603,28,38,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0013_fold3.pt,1.253121018409729,2.5456526279449463,1.5955101466129717,0.6503540277481079,36.0345,SimpleTabTransformer,128,4,1
13,4,1.265794938179984,1.31251359687132,1.2726851070628447,22,32,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0013_fold4.pt,1.2711057662963867,2.642564296722412,1.625596597167456,0.5997790694236755,35.539433,SimpleTabTransformer,128,4,1
13,5,1.2660415537321745,1.272008825750912,1.2320370376110077,31,41,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0013_fold5.pt,1.2318170070648193,2.525587320327759,1.5892096527292296,0.6557436585426331,35.696068,SimpleTabTransformer,128,4,1
14,1,1.4767109440333808,1.4737862944602966,1.2858276156818165,40,50,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0014_fold1.pt,1.2819410562515259,2.6607086658477783,1.6311678840167796,0.6515082120895386,38.03765,SimpleTabTransformer,128,4,2
14,2,1.2666432003476726,1.2462970316410065,1.2338352098184473,38,48,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0014_fold2.pt,1.238380789756775,2.5599801540374756,1.5999937981246914,0.6478337645530701,36.58963,SimpleTabTransformer,128,4,2
14,3,1.4937378790841174,1.5710128475637997,1.507634162902832,7,17,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0014_fold3.pt,1.5159211158752441,6.0348381996154785,2.4565907676321426,0.1711134910583496,39.883636,SimpleTabTransformer,128,4,2
14,4,1.264140603257649,1.2589560291346382,1.2482667319914873,63,73,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0014_fold4.pt,1.2449638843536377,2.439140558242798,1.561774810349686,0.6305879354476929,36.770283,SimpleTabTransformer,128,4,2
14,5,1.2810947183352799,1.269373795565437,1.253768479122835,30,40,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0014_fold5.pt,1.2545604705810547,2.583817958831787,1.6074258797318735,0.6478064060211182,39.290184,SimpleTabTransformer,128,4,2
15,1,1.4433173795244587,1.5019812303430893,1.458890339907478,58,68,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0015_fold1.pt,1.45733642578125,4.999033451080322,2.235851840145121,0.3452414274215698,38.970898,SimpleTabTransformer,128,4,3
15,2,1.5373725988971654,1.5147428687881022,1.5095041078679703,6,16,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0015_fold2.pt,1.5201796293258667,5.93384313583374,2.4359480979351225,0.18370497226715088,38.817432,SimpleTabTransformer,128,4,3
15,3,1.8453991066164046,1.8871589338078218,1.8335896239561194,23,33,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0015_fold3.pt,1.837122917175293,7.393319606781006,2.7190659438088303,-0.015474319458007812,58.62784,SimpleTabTransformer,128,4,3
15,4,1.399083009406702,1.4616353757241194,1.3145135676159578,38,46,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0015_fold4.pt,1.312981128692627,2.8553082942962646,1.6897657513088211,0.5675586462020874,38.39481,SimpleTabTransformer,128,4,3
15,5,1.4938442288939633,1.6064681796466602,1.489712052485522,16,26,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0015_fold5.pt,1.4896738529205322,5.406368732452393,2.325159936961841,0.2630716562271118,41.943123,SimpleTabTransformer,128,4,3
16,1,1.2487254738807678,1.3289183343158049,1.294177672442268,31,41,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0016_fold1.pt,1.2908589839935303,2.7253854274749756,1.6508741404101572,0.6430370807647705,39.354153,SimpleTabTransformer,128,8,1
16,2,1.2669637808159215,1.263777073691873,1.2419318206170027,33,43,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0016_fold2.pt,1.246828317642212,2.52912974357605,1.5903237857669268,0.6520777344703674,35.62023,SimpleTabTransformer,128,8,1
16,3,1.2649586645524893,1.3452961988308851,1.2549719687770395,19,29,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0016_fold3.pt,1.2619524002075195,2.5727620124816895,1.60398317088481,0.6466305255889893,37.089947,SimpleTabTransformer,128,8,1
16,4,1.2553617131354204,1.301735148710363,1.2586449630120222,40,50,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0016_fold4.pt,1.255077600479126,2.53767728805542,1.5930088788375976,0.6156643629074097,36.06774,SimpleTabTransformer,128,8,1
16,5,1.339086741653841,1.3100807246039896,1.228511450921788,33,43,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0016_fold5.pt,1.228737473487854,2.4740450382232666,1.5729097361969842,0.6627692580223083,36.78231,SimpleTabTransformer,128,8,1
17,1,1.5561623955840496,1.624741561272565,1.5382605720968807,10,20,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0017_fold1.pt,1.5401813983917236,6.437717437744141,2.5372657404663275,0.1568068265914917,39.18068,SimpleTabTransformer,128,8,2
17,2,1.3260214942604749,1.2707998384447659,1.2322126136106604,38,48,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0017_fold2.pt,1.2380176782608032,2.4935033321380615,1.5790830668897888,0.6569787263870239,34.831314,SimpleTabTransformer,128,8,2
17,3,1.2800533931646774,1.3026041546288658,1.2451120036489822,48,58,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0017_fold3.pt,1.2507480382919312,2.5117249488830566,1.5848422473177122,0.6550139784812927,34.43367,SimpleTabTransformer,128,8,2
17,4,1.3459426858531895,1.2812410137232613,1.2685388607137345,36,46,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0017_fold4.pt,1.26449716091156,2.5808513164520264,1.6065028218002066,0.6091256141662598,37.119877,SimpleTabTransformer,128,8,2
17,5,1.368182922477153,1.2509101839626537,1.2386237523135017,39,49,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0017_fold5.pt,1.2398656606674194,2.542222499847412,1.5944348528075432,0.6534761190414429,35.945927,SimpleTabTransformer,128,8,2
18,1,1.4178072365362253,1.4801264194881214,1.4656531004344715,37,47,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/tabtransformer_20251217_101214/gs0018_fold1.pt,1.4653167724609375,5.153481483459473,2.2701280764440304,0.3250122666358948,39.270313,SimpleTabTransformer,128,8,3
