grid_search_id,fold,final_train_loss,final_val_loss,best_val_loss,best_epoch,actual_epochs,num_epochs,stopped_early,optimizer,learning_rate,loss_function,model_path,mae,mse,rmse,r2,mape,model_name,hidden_features,dropout,activation
11,2,1.4975199450307817,1.454412628622616,1.4364064756561727,51,61,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/mlp_20251216_221732/gs0011_fold2.pt,1.4428051710128784,4.827340126037598,2.1971208719680395,0.3359221816062927,38.625042,SimpleMLP,128,0.3,Tanh
11,3,1.4940099725082738,1.4362682314480053,1.4263288939700407,92,100,100,False,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/mlp_20251216_221732/gs0011_fold3.pt,1.4425610303878784,4.760148525238037,2.181776460877245,0.3461924195289612,38.62126,SimpleMLP,128,0.3,Tanh
11,4,1.5110427252392271,1.3985918584991903,1.3963621784658993,86,96,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/mlp_20251216_221732/gs0011_fold4.pt,1.3968091011047363,4.112514972686768,2.0279336706822457,0.37715256214141846,38.626503,SimpleMLP,128,0.3,Tanh
11,5,1.5320528283048032,1.442070417544421,1.4308799645479988,52,62,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/mlp_20251216_221732/gs0011_fold5.pt,1.4319360256195068,4.878528594970703,2.2087391414494157,0.3350202441215515,38.520416,SimpleMLP,128,0.3,Tanh
12,1,1.5228017808786078,1.4891396936248331,1.486775847042308,65,75,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/mlp_20251216_221732/gs0012_fold1.pt,1.4871381521224976,5.384895324707031,2.3205377231812094,0.29470235109329224,39.045242,SimpleMLP,128,0.4,Tanh
12,2,1.5388199882720834,1.4460100040716284,1.4369720465996687,68,78,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/mlp_20251216_221732/gs0012_fold2.pt,1.4449106454849243,4.903883934020996,2.214471479613363,0.32539236545562744,37.553825,SimpleMLP,128,0.4,Tanh
12,3,1.5321529587702964,1.4569027318673975,1.4513952451593735,59,69,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/mlp_20251216_221732/gs0012_fold3.pt,1.457050085067749,5.162941932678223,2.2722108028698003,0.2908686399459839,36.62728,SimpleMLP,128,0.4,Tanh
12,4,1.5406703975663256,1.4340359568595886,1.4131477580350988,76,86,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/mlp_20251216_221732/gs0012_fold4.pt,1.4150333404541016,4.415714740753174,2.101360212041994,0.33123236894607544,37.331295,SimpleMLP,128,0.4,Tanh
12,5,1.5439370274543762,1.4356245819260092,1.426930613377515,66,76,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/mlp_20251216_221732/gs0012_fold5.pt,1.4281426668167114,4.857081890106201,2.203878828362894,0.3379436135292053,39.41418,SimpleMLP,128,0.4,Tanh
13,1,1.3027974269283351,1.3391559053869808,1.3350970885332893,68,78,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/mlp_20251216_221732/gs0013_fold1.pt,1.3311127424240112,2.853645086288452,1.6892735380300172,0.6262379884719849,37.48402,SimpleMLP,256,0.2,ReLU
