grid_search_id,fold,final_train_loss,final_val_loss,best_val_loss,best_epoch,actual_epochs,num_epochs,stopped_early,optimizer,learning_rate,loss_function,model_path,mae,mse,rmse,r2,mape,model_name,n_d,n_a,n_steps
15,1,2.5412069751293855,1.472339391708374,1.2738271951675415,17,27,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0015_fold1,1.2738271951675415,2.6038246154785156,1.613637076755029,0.6589587926864624,36.300556,TabNetRegressor,32,32,7
15,2,2.5200806673024703,1.2591826915740967,1.2427886724472046,9,19,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0015_fold2,1.2427886724472046,2.440426826477051,1.562186553032976,0.6642802357673645,35.50676,TabNetRegressor,32,32,7
15,3,2.577884848025496,1.2567927837371826,1.2496124505996704,16,26,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0015_fold3,1.2496124505996704,2.456876754760742,1.567442743694564,0.6625473499298096,37.713688,TabNetRegressor,32,32,7
15,4,2.540644500399803,1.2765687704086304,1.239527702331543,46,56,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0015_fold4,1.239527702331543,2.3934407234191895,1.547074892634222,0.637509286403656,35.724495,TabNetRegressor,32,32,7
15,5,2.5435902158066006,1.2327953577041626,1.2239933013916016,13,23,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0015_fold5,1.2239933013916016,2.40480375289917,1.5507429680315077,0.6722073554992676,36.318264,TabNetRegressor,32,32,7
16,1,2.422133472742107,1.3023476600646973,1.2810604572296143,31,41,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0016_fold1,1.2810604572296143,2.6043083667755127,1.613786964495473,0.6588953733444214,36.720173,TabNetRegressor,32,64,3
16,2,2.4594258220485603,1.2379419803619385,1.235971450805664,20,30,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0016_fold2,1.235971450805664,2.3883886337280273,1.5454412424055557,0.6714389324188232,33.913097,TabNetRegressor,32,64,3
16,3,2.4922202552872625,1.2373768091201782,1.2271350622177124,32,42,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0016_fold3,1.2271350622177124,2.4170448780059814,1.5546848162910647,0.6680182814598083,32.850765,TabNetRegressor,32,64,3
16,4,2.5921830574197218,1.26030433177948,1.240189552307129,7,17,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0016_fold4,1.240189552307129,2.3664376735687256,1.5383230069035325,0.6415989398956299,35.239468,TabNetRegressor,32,64,3
16,5,2.782470662960896,1.36482834815979,1.218701720237732,27,37,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0016_fold5,1.218701720237732,2.3922088146209717,1.546676700096362,0.6739241480827332,34.55044,TabNetRegressor,32,64,3
17,1,2.462882897749804,1.284913420677185,1.2766181230545044,20,30,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0017_fold1,1.2766181230545044,2.5720741748809814,1.6037687410848802,0.6631173491477966,35.854935,TabNetRegressor,32,64,5
17,2,2.516167743283851,1.2568883895874023,1.2453984022140503,9,19,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0017_fold2,1.2453984022140503,2.5912363529205322,1.6097317642764375,0.6435339450836182,34.944717,TabNetRegressor,32,64,5
17,3,2.523402698195942,1.2370167970657349,1.2327451705932617,36,46,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0017_fold3,1.2327451705932617,2.3797447681427,1.542642138716138,0.6731414794921875,34.684692,TabNetRegressor,32,64,5
17,4,2.4876863569826693,1.2566531896591187,1.237227201461792,23,33,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0017_fold4,1.237227201461792,2.3525638580322266,1.5338069820000908,0.643700122833252,34.57919,TabNetRegressor,32,64,5
17,5,2.5671482667445478,1.2277138233184814,1.2224153280258179,12,22,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0017_fold5,1.2224153280258179,2.392448663711548,1.5467542350714762,0.6738914251327515,34.371265,TabNetRegressor,32,64,5
18,1,2.515137923618807,1.2885628938674927,1.2760573625564575,30,40,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0018_fold1,1.2760573625564575,2.574425220489502,1.6045015489208796,0.6628093719482422,37.36092,TabNetRegressor,32,64,7
18,2,2.6218982129483615,1.2967725992202759,1.2481720447540283,13,23,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0018_fold2,1.2481720447540283,2.501974582672119,1.5817631247036072,0.6558133363723755,36.050785,TabNetRegressor,32,64,7
18,3,2.4974806685886763,1.2961198091506958,1.2430731058120728,19,29,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0018_fold3,1.2430731058120728,2.497561454772949,1.580367506238011,0.6569592952728271,34.36713,TabNetRegressor,32,64,7
18,4,2.4878016312080216,1.2474116086959839,1.2422109842300415,17,27,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0018_fold4,1.2422109842300415,2.4033663272857666,1.5502794352263616,0.6360060572624207,34.984745,TabNetRegressor,32,64,7
18,5,2.589187446463928,1.2468039989471436,1.233989953994751,16,26,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0018_fold5,1.233989953994751,2.417102336883545,1.5547032954501463,0.6705309152603149,36.322365,TabNetRegressor,32,64,7
19,1,2.4168433124062,1.281996488571167,1.2803113460540771,27,37,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0019_fold1,1.2803113460540771,2.5822486877441406,1.606937673882886,0.6617847084999084,36.896935,TabNetRegressor,64,8,3
