grid_search_id,fold,final_train_loss,final_val_loss,best_val_loss,best_epoch,actual_epochs,num_epochs,stopped_early,optimizer,learning_rate,loss_function,model_path,mae,mse,rmse,r2,mape,model_name,n_d,n_a,n_steps
19,2,3.452817004982512,1.2451989650726318,1.23345148563385,8,18,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0019_fold2,1.23345148563385,2.4943559169769287,1.579353005815017,0.656861424446106,34.85219,TabNetRegressor,64,8,3
19,3,2.518794651964303,1.247725248336792,1.2328214645385742,14,24,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0019_fold3,1.2328214645385742,2.4400570392608643,1.562068192897117,0.6648575663566589,34.242786,TabNetRegressor,64,8,3
19,4,2.584894803430346,1.2634612321853638,1.239453673362732,14,24,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0019_fold4,1.239453673362732,2.3631019592285156,1.5372384197737563,0.6421041488647461,34.754295,TabNetRegressor,64,8,3
19,5,2.566499724921413,1.223956823348999,1.2210829257965088,17,27,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0019_fold5,1.2210829257965088,2.33392333984375,1.5277183444089915,0.6818689107894897,35.308712,TabNetRegressor,64,8,3
20,1,2.4930093108219915,1.2827829122543335,1.2809780836105347,21,31,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0020_fold1,1.2809780836105347,2.5749711990356445,1.6046716795144247,0.6627379059791565,36.483322,TabNetRegressor,64,8,5
20,2,2.5058865281619758,1.2518407106399536,1.2409666776657104,19,29,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0020_fold2,1.2409666776657104,2.4095726013183594,1.5522798076759097,0.6685247421264648,33.434616,TabNetRegressor,64,8,5
20,3,2.595088948725928,1.2811665534973145,1.229304552078247,14,24,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0020_fold3,1.229304552078247,2.390340805053711,1.546072703676548,0.6716861128807068,34.531296,TabNetRegressor,64,8,5
20,4,2.6176659692947504,1.2528260946273804,1.244174838066101,9,19,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0020_fold4,1.244174838066101,2.39802622795105,1.5485561752648982,0.6368148326873779,35.4594,TabNetRegressor,64,8,5
20,5,2.497474886403779,1.2697224617004395,1.2173173427581787,23,33,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0020_fold5,1.2173173427581787,2.383004665374756,1.543698372537445,0.6751787066459656,33.984047,TabNetRegressor,64,8,5
21,1,2.494292298366943,1.4876494407653809,1.2782762050628662,31,41,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0021_fold1,1.2782762050628662,2.566436529159546,1.6020101526393475,0.663855791091919,36.320522,TabNetRegressor,64,8,7
21,2,2.5019646717593504,1.2495144605636597,1.2354669570922852,24,34,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0021_fold2,1.2354669570922852,2.393976926803589,1.5472481788011867,0.6706701517105103,33.364643,TabNetRegressor,64,8,7
21,3,2.491350539876827,1.2470062971115112,1.2378565073013306,20,30,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0021_fold3,1.2378565073013306,2.3927385807037354,1.5468479500919718,0.6713567972183228,35.06441,TabNetRegressor,64,8,7
21,4,2.5625590338572515,1.249409556388855,1.241882085800171,27,37,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0021_fold4,1.241882085800171,2.363037586212158,1.5372174817546664,0.6421139240264893,33.948086,TabNetRegressor,64,8,7
21,5,2.598022379828324,1.290111780166626,1.234372854232788,11,21,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0021_fold5,1.234372854232788,2.4440901279449463,1.5633586050375474,0.6668522953987122,36.026405,TabNetRegressor,64,8,7
22,1,2.4864995727570305,1.2853655815124512,1.2747023105621338,24,34,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0022_fold1,1.2747023105621338,2.5914385318756104,1.6097945620095784,0.6605810523033142,36.959736,TabNetRegressor,64,32,3
22,2,2.520073416415217,1.236450433731079,1.235416293144226,23,33,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0022_fold2,1.235416293144226,2.374687433242798,1.5410020873583519,0.6733237504959106,34.065845,TabNetRegressor,64,32,3
22,3,2.4664973688499408,1.2444137334823608,1.2304069995880127,11,21,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0022_fold3,1.2304069995880127,2.3868346214294434,1.5449383875836096,0.6721676588058472,35.115234,TabNetRegressor,64,32,3
22,4,2.5183949572894666,1.242563247680664,1.2390940189361572,33,43,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0022_fold4,1.2390940189361572,2.36619234085083,1.5382432645231476,0.6416361331939697,34.242104,TabNetRegressor,64,32,3
22,5,2.4871952183401698,1.239745855331421,1.2168707847595215,12,22,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0022_fold5,1.2168707847595215,2.3712456226348877,1.539884938115471,0.6767815351486206,34.85404,TabNetRegressor,64,32,3
23,1,2.489155487999157,1.2868702411651611,1.2867907285690308,11,21,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0023_fold1,1.2867907285690308,2.612389326095581,1.61628875084113,0.6578370332717896,37.788662,TabNetRegressor,64,32,5
23,2,2.529310501568831,1.249569296836853,1.233786702156067,22,32,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0023_fold2,1.233786702156067,2.3847148418426514,1.5442521950260104,0.6719443202018738,33.321598,TabNetRegressor,64,32,5
23,3,2.543460243554706,1.265669345855713,1.2340404987335205,18,28,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0023_fold3,1.2340404987335205,2.409830093383789,1.5523627454251114,0.6690092086791992,34.873844,TabNetRegressor,64,32,5
23,4,2.503379206023077,1.257446050643921,1.2417418956756592,12,22,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0023_fold4,1.2417418956756592,2.37331485748291,1.5405566712986933,0.6405574083328247,35.433735,TabNetRegressor,64,32,5
23,5,2.550669689406064,1.236103892326355,1.2216463088989258,15,25,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0023_fold5,1.2216463088989258,2.379267454147339,1.5424874243076794,0.6756881475448608,33.938797,TabNetRegressor,64,32,5
24,1,2.478928090466859,1.3296278715133667,1.2847036123275757,9,19,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0024_fold1,1.2847036123275757,2.6334662437438965,1.6227958108597325,0.6550763845443726,37.32456,TabNetRegressor,64,32,7
24,2,2.5789240534659563,1.2599507570266724,1.2400811910629272,8,18,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0024_fold2,1.2400811910629272,2.479233503341675,1.574558193062954,0.6589417457580566,35.848248,TabNetRegressor,64,32,7
24,3,2.492545880029476,1.2698493003845215,1.2315260171890259,22,32,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0024_fold3,1.2315260171890259,2.3938868045806885,1.5472190551375355,0.6711990833282471,33.477867,TabNetRegressor,64,32,7
24,4,2.9864079703416575,1.3429720401763916,1.2804315090179443,10,20,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0024_fold4,1.2804315090179443,2.6648035049438477,1.6324225877339016,0.5964109301567078,37.070667,TabNetRegressor,64,32,7
24,5,2.4801095473638033,1.2191427946090698,1.2191251516342163,44,54,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0024_fold5,1.2191251516342163,2.332026243209839,1.5270973260437066,0.6821274757385254,34.634075,TabNetRegressor,64,32,7
25,1,2.4870249455165085,1.2833356857299805,1.2782245874404907,21,31,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0025_fold1,1.2782245874404907,2.563610553741455,1.601127900494353,0.6642259359359741,35.84325,TabNetRegressor,64,64,3
25,2,2.475068611834807,1.2475533485412598,1.2332791090011597,22,32,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0025_fold2,1.2332791090011597,2.394892454147339,1.547544007176319,0.6705442667007446,34.043633,TabNetRegressor,64,64,3
25,3,2.510464071823,1.243874192237854,1.2297217845916748,12,22,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0025_fold3,1.2297217845916748,2.3767852783203125,1.5416826127061019,0.6735479831695557,34.986717,TabNetRegressor,64,64,3
25,4,2.4790824692305358,1.26167893409729,1.2371166944503784,13,23,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0025_fold4,1.2371166944503784,2.382380247116089,1.5434961117916977,0.6391844153404236,35.2439,TabNetRegressor,64,64,3
25,5,2.514285550365172,1.2443535327911377,1.2197073698043823,8,18,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0025_fold5,1.2197073698043823,2.3430259227752686,1.5306945883406227,0.6806280612945557,35.022087,TabNetRegressor,64,64,3
26,1,2.5163660421278857,1.2870044708251953,1.275103211402893,9,19,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0026_fold1,1.275103211402893,2.558663845062256,1.5995823970843939,0.6648737788200378,35.758965,TabNetRegressor,64,64,5
26,2,2.498275421091697,1.2456252574920654,1.2342690229415894,13,23,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0026_fold2,1.2342690229415894,2.38244891166687,1.5435183548202043,0.6722559928894043,35.27561,TabNetRegressor,64,64,5
26,3,2.5721401429474797,1.2446582317352295,1.2330676317214966,5,15,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0026_fold3,1.2330676317214966,2.428010940551758,1.5582076050872546,0.666512131690979,33.755566,TabNetRegressor,64,64,5
26,4,2.532077282538145,1.2685284614562988,1.2439900636672974,10,20,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0026_fold4,1.2439900636672974,2.394524335861206,1.5474250663153954,0.6373451948165894,35.90985,TabNetRegressor,64,64,5
26,5,2.496153805933101,1.2333723306655884,1.2227890491485596,14,24,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0026_fold5,1.2227890491485596,2.351004123687744,1.5332984457331664,0.6795406341552734,34.82501,TabNetRegressor,64,64,5
27,1,4.414876206556902,1.3501101732254028,1.284578561782837,23,33,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0027_fold1,1.284578561782837,2.5764405727386475,1.605129456691468,0.6625454425811768,35.76635,TabNetRegressor,64,64,7
27,2,2.5491249430482252,1.2393944263458252,1.2338882684707642,13,23,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0027_fold2,1.2338882684707642,2.4539310932159424,1.5665028226006943,0.6624225378036499,34.21586,TabNetRegressor,64,64,7
27,3,2.5131522918481135,1.2487142086029053,1.2486279010772705,19,29,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0027_fold3,1.2486279010772705,2.544185161590576,1.5950502066049759,0.6505555510520935,33.129383,TabNetRegressor,64,64,7
27,4,2.465926938214831,1.2558664083480835,1.2372021675109863,28,38,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0027_fold4,1.2372021675109863,2.3809316158294678,1.5430267709373897,0.6394038200378418,35.338634,TabNetRegressor,64,64,7
27,5,2.9975145461127526,1.2790166139602661,1.2190624475479126,28,38,100,True,Adam,0.02,MAE,/home/xen/personal/hospital-stay-length/experiments/models/tabnet_20251217_103631/gs0027_fold5,1.2190624475479126,2.3428847789764404,1.5306484831523013,0.6806473731994629,34.88128,TabNetRegressor,64,64,7
