grid_search_id,fold,final_train_loss,final_val_loss,best_val_loss,best_epoch,actual_epochs,num_epochs,stopped_early,optimizer,learning_rate,loss_function,model_path,mae,mse,rmse,r2,mape,model_name,hidden_features,dropout,activation
16,2,1.4678264740687699,1.4148380230454838,1.4038454189020044,94,100,100,False,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/mlp_20251216_212136/gs0016_fold2.pt,1.420952558517456,4.416394233703613,2.101521885135535,0.3924543857574463,36.033066,SimpleMLP,256,0.2,Tanh
16,3,1.4721842452661316,1.419579144786386,1.4058986551621382,76,86,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/mlp_20251216_212136/gs0016_fold3.pt,1.4122105836868286,4.468953609466553,2.1139899738330246,0.3861880898475647,38.10235,SimpleMLP,256,0.2,Tanh
16,4,1.4461030617578705,1.3493075791527243,1.3491732863818897,97,100,100,False,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/mlp_20251216_212136/gs0016_fold4.pt,1.350515604019165,3.5419437885284424,1.8820052573062707,0.46356654167175293,38.27126,SimpleMLP,256,0.2,Tanh
16,5,1.4685233902575365,1.4058690281475292,1.386365245370304,78,88,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/mlp_20251216_212136/gs0016_fold5.pt,1.3886456489562988,4.340120792388916,2.083295656499316,0.4084092378616333,38.943447,SimpleMLP,256,0.2,Tanh
17,1,1.4888491150158554,1.511432928197524,1.471972858204561,73,83,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/mlp_20251216_212136/gs0017_fold1.pt,1.4723292589187622,5.370062828063965,2.317339601367043,0.2966451048851013,38.76079,SimpleMLP,256,0.3,Tanh
17,2,1.495990235414078,1.435737315346213,1.3986910897142746,93,100,100,False,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/mlp_20251216_212136/gs0017_fold2.pt,1.443217396736145,4.835112571716309,2.1988889402869596,0.334852933883667,36.015625,SimpleMLP,256,0.3,Tanh
17,3,1.477981030051388,1.4049991053693436,1.4049991053693436,100,100,100,False,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/mlp_20251216_212136/gs0017_fold3.pt,1.41070556640625,4.343982219696045,2.084222209769401,0.4033529758453369,39.151394,SimpleMLP,256,0.3,Tanh
17,4,1.4858352025943016,1.4022914416649763,1.3942276817910813,87,97,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/mlp_20251216_212136/gs0017_fold4.pt,1.3956873416900635,4.026630401611328,2.0066465562254177,0.3901599049568176,39.283466,SimpleMLP,256,0.3,Tanh
17,5,1.520139971775795,1.4337474528480978,1.4020275017794441,98,100,100,False,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/mlp_20251216_212136/gs0017_fold5.pt,1.4358925819396973,4.846990585327148,2.2015881961273203,0.339319109916687,38.509834,SimpleMLP,256,0.3,Tanh
18,1,1.5785619500857682,1.5634246713974898,1.561816748450784,25,35,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/mlp_20251216_212136/gs0018_fold1.pt,1.5625545978546143,6.348056793212891,2.5195350351231256,0.1685503125190735,41.167362,SimpleMLP,256,0.4,Tanh
18,2,1.553033291403927,1.487384491107043,1.4458960890769958,70,80,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/mlp_20251216_212136/gs0018_fold2.pt,1.4525926113128662,4.959881782531738,2.2270792043687484,0.3176889419555664,38.140827,SimpleMLP,256,0.4,Tanh
18,3,1.518815513867051,1.4448945136631237,1.4420288801193237,75,85,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/mlp_20251216_212136/gs0018_fold3.pt,1.4483752250671387,4.970189571380615,2.229392197748215,0.31734323501586914,38.009434,SimpleMLP,256,0.4,Tanh
18,4,1.5862197733637113,1.5008528302697575,1.5007065464468563,19,29,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/mlp_20251216_212136/gs0018_fold4.pt,1.5019875764846802,5.2772111892700195,2.297218141420187,0.20075732469558716,40.103207,SimpleMLP,256,0.4,Tanh
18,5,1.5313175338417737,1.4410418412264656,1.4244881307377535,76,86,100,True,Adam,0.001,L1Loss,/home/xen/personal/hospital-stay-length/experiments/models/mlp_20251216_212136/gs0018_fold5.pt,1.4261540174484253,4.726523399353027,2.1740568988306235,0.3557397127151489,38.21714,SimpleMLP,256,0.4,Tanh
